,movie_link,movie_id,review_date,critic_publication,critic_icon,critic_top,critic_score,review_content
148,https://www.rottentomatoes.com/m/cars_3,/m/771432063,03/07/2017,Cinemixtape,fresh,,3/5,"Between its wonderful voice performances and eye-popping animation, there isn't too much to complain about, especially as a follow-up to Pixar's nadir."
149,https://www.rottentomatoes.com/m/cars_3,/m/771432063,03/07/2017,MovieCrypt.com,fresh,,3/4,"There is no perfect plan for growing old, but giving up is still up to you. Good movie; great message."
150,https://www.rottentomatoes.com/m/cars_3,/m/771432063,30/06/2017,Daily Trend (Mexico),fresh,,7/10,Cars 3 is revealed as a logical next step that serves to introduce children to sports drama. [Full review in Spanish]
151,https://www.rottentomatoes.com/m/cars_3,/m/771432063,30/06/2017,Christianity Today,fresh,,,"The movie is standard narrative fare, presented in a thoughtful, visually compelling way. Cars 3 is not trying to be innovative, and that is the central part of its appeal."
152,https://www.rottentomatoes.com/m/cars_3,/m/771432063,30/06/2017,Starburst,fresh,,7/10,If you thought the previous films were entertaining and harmless fun then you'll think this one is much the same.
153,https://www.rottentomatoes.com/m/cars_3,/m/771432063,29/06/2017,La Nación (Costa Rica),rotten,,,"This is a half-tank animated film, which risks boring children more than adults. [Full review in Spanish]"
154,https://www.rottentomatoes.com/m/cars_3,/m/771432063,29/06/2017,Vanguardia (Mexico),fresh,,7/10,"Of course it's not at the same level of Pixar's best works and feels loose a lot of the time, but it's beautifully animated and quite entertaining. [Full review in Spanish]"
155,https://www.rottentomatoes.com/m/cars_3,/m/771432063,29/06/2017,Daily Telegraph (Australia),fresh,,3/5,"The route the filmmakers take might be familiar, but after gunning it, they take the corners like pros."
156,https://www.rottentomatoes.com/m/cars_3,/m/771432063,28/06/2017,Willamette Week,fresh,,4/4,It's Pixar's gift for imbuing inanimate objects with humanity that makes you care when Cruz and Lightning lean into the curves.
157,https://www.rottentomatoes.com/m/cars_3,/m/771432063,28/06/2017,HeyUGuys,fresh,,2/5,"Serviceable sequel, which finds some of the spirit the first two films lacked, but ultimately not up to Pixar's high standards."
158,https://www.rottentomatoes.com/m/cars_3,/m/771432063,27/06/2017,Cinéfiloz,fresh,,3/5,"It took Pixar three movies and billions of dollars in merchandising, but Cars is finally a title worthy of this label. [Full review in Spanish]"
159,https://www.rottentomatoes.com/m/cars_3,/m/771432063,26/06/2017,The List,rotten,,2/5,"It's basically one long training montage, from about ten minutes in until ten minutes from the end."
160,https://www.rottentomatoes.com/m/cars_3,/m/771432063,25/06/2017,Flicks.co.nz,fresh,,3/5,Has a trick up its glovebox that makes this film the best of the series.
161,https://www.rottentomatoes.com/m/cars_3,/m/771432063,23/06/2017,Sacramento News & Review,fresh,,3/5,"Whether Lightning's midlife crisis will resonate with the movie's kiddie audience remains to be seen, but Fee and company get points for bringing it up at all."
162,https://www.rottentomatoes.com/m/cars_3,/m/771432063,23/06/2017,Stuff.co.nz,fresh,,2.5/5,"Cars 3 does just enough, late in the day, to be considered an adequate sequel to Cars. And that ending might even pave the way for a Cars 4 I wouldn't mind seeing too much at all."
163,https://www.rottentomatoes.com/m/cars_3,/m/771432063,22/06/2017,Las Vegas Review-Journal,rotten,,C-,"Cars 3 is basically Rocky IV -- minus the geopolitics and that glorious James Brown production number -- with a little of The Karate Kid thrown in, along with pretty much every sports movie cliche ever."
164,https://www.rottentomatoes.com/m/cars_3,/m/771432063,22/06/2017,Film Freak Central,rotten,,2/4,[Pixar has] become just like everyone else. And nothing so very special after all.
165,https://www.rottentomatoes.com/m/cars_3,/m/771432063,22/06/2017,The Oklahoman,fresh,,3/4,"Although it doesn't make it to the top of the Pixar leaderboard, Cars 3 gets the popular racing franchise back on track with a rare third installment that actually improves on the previous models."
166,https://www.rottentomatoes.com/m/cars_3,/m/771432063,22/06/2017,Stuff.co.nz,fresh,,3.5/5,"While it might be a little too serious for some youngsters, there's plenty of action and adventure to keep them entertained."
167,https://www.rottentomatoes.com/m/cars_3,/m/771432063,22/06/2017,Jet Magazine,fresh,,,"Though this third installment in the Cars franchise isn't quite perfect, the gorgeous animation displayed here will leave you astonished."
168,https://www.rottentomatoes.com/m/cars_3,/m/771432063,22/06/2017,New Zealand Herald,fresh,,3/5,"Cars 3 is a much smoother, safer ride [than Cars 2], thanks largely to its addition of a little self-awareness, a few zippy racing sequences, and a lot of wokeness."
169,https://www.rottentomatoes.com/m/cars_3,/m/771432063,22/06/2017,ABC Radio (Australia),rotten,,2/5,It's definitely time to take this franchise to the wreckers.
170,https://www.rottentomatoes.com/m/cars_3,/m/771432063,21/06/2017,NUVO Newsweekly,rotten,,,"Your kids might see this and want a Lightning McQueen lunchbox, but I just want my sense of wonder back and maybe to fight Randy Newman."
171,https://www.rottentomatoes.com/m/cars_3,/m/771432063,21/06/2017,Cinexcepción,fresh,,,"The story offers an invitation to reflect on the issue of harassment or bullying. The abuser has a story that explains his behavior, and knowing it puts us on the path of understanding. With emotion, of course. [Full review in Spanish]"
172,https://www.rottentomatoes.com/m/cars_3,/m/771432063,20/06/2017,Excelsior,fresh,,,"In conclusion, it's not the best of Disney-Pixar, but it's definitely the best one of the saga because of its life metaphors. [Full review in Spanish]"
173,https://www.rottentomatoes.com/m/cars_3,/m/771432063,20/06/2017,En Filme,fresh,,3/5,It doesn't offer anything new but gives us a story about a character struggling to stand on its feet (or tires). [Full review in Spanish]
174,https://www.rottentomatoes.com/m/cars_3,/m/771432063,19/06/2017,MLive.com,fresh,,2.5/4,"A reasonably enjoyable family entertainment, but a middling entry in the Pixar canon."
175,https://www.rottentomatoes.com/m/cars_3,/m/771432063,19/06/2017,Empire Magazine,fresh,,3/5,"By driving back to the core homespun wisdom of Cars, the third film is a course correct from the second. But this is still not vintage Pixar."
176,https://www.rottentomatoes.com/m/cars_3,/m/771432063,18/06/2017,SSG Syndicate,fresh,,6/10,Sentiment reigns as the anthropomorphic vehicles take more laps around the cinematic track.
177,https://www.rottentomatoes.com/m/cars_3,/m/771432063,18/06/2017,The Patriot Ledger,fresh,,B,"""Cars 3"" never fires on all cylinders, but it has considerably more horsepower than the franchise's last chapter"
178,https://www.rottentomatoes.com/m/cars_3,/m/771432063,16/06/2017,ReelViews,fresh,Top Critic,3/4,The final chapter of the trilogy has saved the best for last and will at least deflect the most serious concerns of those who think this series has taken too many extra laps.
179,https://www.rottentomatoes.com/m/cars_3,/m/771432063,16/06/2017,Cinegarage,fresh,,,"Definitely better than its predecessor. The film will delight the little ones, as it's a franchise directed specifically to them. [Full review in Spanish]"
180,https://www.rottentomatoes.com/m/cars_3,/m/771432063,16/06/2017,Illinois Times,fresh,,3.5/4.0,"Lightning strikes again in ""Cars 3."""
181,https://www.rottentomatoes.com/m/cars_3,/m/771432063,16/06/2017,eFilmCritic.com,fresh,,3/5,"Cars 3 may be an improvement and less of a bummer than its predecessors but if this turned out to be the final of the franchise (and I doubt that will be the case), I would not exactly weep over the prospect of never being able to see a Cars 4."
182,https://www.rottentomatoes.com/m/cars_3,/m/771432063,16/06/2017,L.A. Biz,rotten,,,A puzzling progression for a series whose first and biggest fans are kids.
183,https://www.rottentomatoes.com/m/cars_3,/m/771432063,16/06/2017,Hindustan Times,fresh,,4/5,"Cars 3 was the underdog, coming from behind, facing shiny new competition. It was betrayed by its own family, and challenged by Gru. But it saved its best for last. In its final lap, it won. It became the first film in the series Pixar should be proud of."
184,https://www.rottentomatoes.com/m/cars_3,/m/771432063,16/06/2017,Hindustan Times,fresh,,3/5,Aficionados of animated demolition derbies will not be disappointed.
185,https://www.rottentomatoes.com/m/cars_3,/m/771432063,16/06/2017,MovieFreak.com,fresh,,3/4,"Lightning's return to the motor speedway is worthy of appreciation, the film's eventual victory as unexpected as it is absolute."
186,https://www.rottentomatoes.com/m/cars_3,/m/771432063,16/06/2017,Deseret News (Salt Lake City),fresh,,2.5/4,"You probably won't regret taking the kids to Cars 3, but they won't be missing much if you decide to skip it, either."
187,https://www.rottentomatoes.com/m/cars_3,/m/771432063,16/06/2017,San Diego Reader,rotten,Top Critic,1/5,"Onscreen and in the audience, youth will be served."
188,https://www.rottentomatoes.com/m/cars_3,/m/771432063,16/06/2017,The Mary Sue,fresh,,3.5/5,"Is it Toy Story 3 or Finding Dory? No, but it's an effective send-off to the Cars world and a good choice for the family."
189,https://www.rottentomatoes.com/m/cars_3,/m/771432063,16/06/2017,Salt Lake Tribune,fresh,,2.5/4,"There's enough gas in the tank, barely, to give McQueen one last trip to the winner's circle."
190,https://www.rottentomatoes.com/m/cars_3,/m/771432063,16/06/2017,MetroActive,rotten,,,"Children have a lot of anxieties, but being made old, useless and surpassed by the new generation might not quite be one of them."
191,https://www.rottentomatoes.com/m/cars_3,/m/771432063,16/06/2017,National Catholic Register,fresh,,B-,"At this point it seems like too much to hope for that any Pixar sequel, let alone a Cars sequel, should function smoothly from start to finish, but at least it ends well."
192,https://www.rottentomatoes.com/m/cars_3,/m/771432063,16/06/2017,Christian Science Monitor,fresh,Top Critic,B-,"It's a reasonably diverting, somewhat sluggish attempt to reinstall the ""heart"" of the first installment."
193,https://www.rottentomatoes.com/m/cars_3,/m/771432063,16/06/2017,Sci-Fi Movie Page,fresh,,3.5/5,"While you still need to get around those uncomfortable questions like ""where do the car children come from?"" and ""how do they handle tools without thumbs?"" this go 'round at least ensures a few tangible rewards if you do."
194,https://www.rottentomatoes.com/m/cars_3,/m/771432063,16/06/2017,Forbes,fresh,,,"[T]he best of the series, a sumptuous visual treat with great humor, a big heart, and surprisingly strong messages about inclusion and self-worth."
195,https://www.rottentomatoes.com/m/cars_3,/m/771432063,16/06/2017,Common Sense Media,fresh,,4/5,"Some intense scenes in story of empowerment, mentorship."
196,https://www.rottentomatoes.com/m/cars_3,/m/771432063,16/06/2017,The Film Stage,rotten,,C-,The worst Pixar to date.
197,https://www.rottentomatoes.com/m/cars_3,/m/771432063,16/06/2017,Time Out,rotten,Top Critic,3/5,"It's all well and good for the under-12s, but this movie never packs the kind of emotional punch we know Pixar is capable of."
198,https://www.rottentomatoes.com/m/cars_3,/m/771432063,16/06/2017,ABC Tucson,fresh,,3/4,"Whether or not another Cars movie follows, the series is now back in the fast lane."
199,https://www.rottentomatoes.com/m/cars_3,/m/771432063,16/06/2017,ScreenRant,fresh,,3/5,"Cars 3 offers more heartfelt storytelling and rich animation than its predecessor, yet falls short of raising the bar for the Cars franchise."
200,https://www.rottentomatoes.com/m/cars_3,/m/771432063,16/06/2017,Cinemalogue,rotten,,,It seems the 11-year-hold franchise refuses to acknowledge its own platitudes about retiring with dignity.
201,https://www.rottentomatoes.com/m/cars_3,/m/771432063,16/06/2017,Chesapeake Family Magazine,fresh,,4/5,"Pixar recovers from the nearly intolerably busy Cars 2 with the gently insightful Cars 3, which tells a story about inclusion and purpose that will resonate."
202,https://www.rottentomatoes.com/m/cars_3,/m/771432063,16/06/2017,HollywoodInToto.com,rotten,,2.5/4,The mediocre franchise returns with an aggressively mediocre sequel.
203,https://www.rottentomatoes.com/m/cars_3,/m/771432063,16/06/2017,Screen It!,fresh,,,"The vocal work is solid to excellent, while the computer animation is nothing short of amazing to behold. (Full Content Review for Parents - Scary Scenes, etc. - also Available)"
204,https://www.rottentomatoes.com/m/cars_3,/m/771432063,16/06/2017,Movie Nation,rotten,,1/4,"Surpasses ""Monsters University"" to become the worst Pixar movie ever -- not a laugh in it."
205,https://www.rottentomatoes.com/m/cars_3,/m/771432063,16/06/2017,Globe and Mail,rotten,Top Critic,2/4,We get a lot of repetitive racetrack scenes - only a demolition derby stands out for the inventiveness of its animation - and a familiar message about believing in yourself.
206,https://www.rottentomatoes.com/m/cars_3,/m/771432063,16/06/2017,New England Movies Weekly,rotten,,2.5/5,It will keep the young fans happy... but lacks the emotional impact of the far more involving Toy Story sequels.
207,https://www.rottentomatoes.com/m/cars_3,/m/771432063,16/06/2017,Detroit News,fresh,Top Critic,B-,"""Cars 3"" hums along the track, and while its heart and humor could use minor tune-ups, it does enough visually to earn a checkered flag and keep this franchise from the scrapheap - for now, at least."
208,https://www.rottentomatoes.com/m/cars_3,/m/771432063,16/06/2017,Deadline Hollywood Daily,fresh,,4/5,The warmth and heart are back full force in this third-times-the-charm edition of Disney/Pixar's charmer of an animated franchise.
209,https://www.rottentomatoes.com/m/cars_3,/m/771432063,15/06/2017,leonardmaltin.com,fresh,,,Saying that Cars 3 is better than its predecessor isn't much of a compliment. What matters more is that it hearkens back to original 2006 Cars and winds up on a surprisingly thoughtful note.
210,https://www.rottentomatoes.com/m/cars_3,/m/771432063,15/06/2017,Tri-City Herald,rotten,,1/5,"Pick a description: sputters and stalls, runs out of gas, starts out with four flats, name one, the list is endless."
211,https://www.rottentomatoes.com/m/cars_3,/m/771432063,15/06/2017,NYC Movie Guru,rotten,,5/10,"Great visual effects and musical score, but it falls flat with dullness while being too low on wit and humor. Sometimes the third time's the charm, but that's not the case with Cars 3 ."
212,https://www.rottentomatoes.com/m/cars_3,/m/771432063,15/06/2017,Movie Mom,fresh,,B,"If we feel disappointed, it is only because they have set the bar so high."
213,https://www.rottentomatoes.com/m/cars_3,/m/771432063,15/06/2017,TheFilmFile.com,fresh,,2.5/4,"""Cars 3"" features a rather standard champion-turned-underdog plot, but has several things going for it. This second sequel finds a story fit for telling in a follow-up worthy of succeeding the original film."
214,https://www.rottentomatoes.com/m/cars_3,/m/771432063,15/06/2017,Tampa Bay Times,fresh,,B,Cars 3 is a better time at the movies than Cars 2 led me to expect. Not exactly ringing praise but we take amusement from sequels where we can get it these days.
215,https://www.rottentomatoes.com/m/cars_3,/m/771432063,15/06/2017,Combustible Celluloid,fresh,,3/4,"Manages to stay on the road with a measure of charm and goodwill, as well as a nice touch of the bittersweet."
216,https://www.rottentomatoes.com/m/cars_3,/m/771432063,15/06/2017,CNN.com,rotten,Top Critic,,"Pixar's level of ambition has always gone beyond producing movies strictly for children, which makes the retread aspects of something like Cars 3 feel a bit more deflating."
217,https://www.rottentomatoes.com/m/cars_3,/m/771432063,15/06/2017,Film Racket,rotten,,2.5/5,There's a baby car cheering on McQueen in the stands - where does he come from exactly?
218,https://www.rottentomatoes.com/m/cars_3,/m/771432063,15/06/2017,Nerdist,rotten,,2.5/5,"While Pixar is hardly averse to treating its audience surrogates to the pangs of growing up, Lightning's isn't a reflection of the new worlds that young viewers might themselves be taking on."
219,https://www.rottentomatoes.com/m/cars_3,/m/771432063,15/06/2017,National Post,rotten,,2/4,"Pixar's animated films remain at their best when the company gives free reign to creativity. Just because actual cars come off a conveyor belt doesn't mean movies about them should feel like they do, too."
220,https://www.rottentomatoes.com/m/cars_3,/m/771432063,15/06/2017,Toronto Sun,fresh,Top Critic,3.5/5,It's surprising that the slick-looking Cars 3 picks up steam in the emotional big-picture department.
221,https://www.rottentomatoes.com/m/cars_3,/m/771432063,15/06/2017,Fort Worth Weekly,fresh,,,"Instead of trying to expand the Cars universe, this third installment brings its cocky hero face to face with his sporting mortality and finds an emotional wellspring that brings up some good things."
222,https://www.rottentomatoes.com/m/cars_3,/m/771432063,15/06/2017,ComingSoon.net,fresh,,6.5/10,"Competing subplots and a lack of clarity on who the focus is leaves Cars 3 driving in circles, yet somehow still the best Cars film."
223,https://www.rottentomatoes.com/m/cars_3,/m/771432063,15/06/2017,Toronto Star,fresh,Top Critic,3/4,"Cars 3 happily gets back to where it belongs, not just to home turf Radiator Springs (for a brief spell) but also to the storytelling essentials of making us care about anthropomorphic automobiles."
224,https://www.rottentomatoes.com/m/cars_3,/m/771432063,15/06/2017,NPR,fresh,Top Critic,,"While the third Cars lap is an improvement over the zero-depth spy spoofery of the second film, it's not very convincing when it tries to peddle the sense of an ending."
225,https://www.rottentomatoes.com/m/cars_3,/m/771432063,15/06/2017,Los Angeles Times,fresh,Top Critic,,"This warmly sentimental G-rated film about facing new realities and recapturing lost dreams has, despite its relatively adult story line, a beguilingly effortless feeling to it, as if it had nothing to prove."
226,https://www.rottentomatoes.com/m/cars_3,/m/771432063,15/06/2017,Las Vegas Weekly,rotten,,2.5/5,"The world of anthropomorphic vehicles is still colorful and lovingly detailed, but the plot is slow-moving and dull, rehashing elements of the first movie."
227,https://www.rottentomatoes.com/m/cars_3,/m/771432063,15/06/2017,Mark Reviews Movies,rotten,,2/4,"The underwhelming Cars 3 is the best movie in the series, which says more about the quality of the series than this particular installment."
228,https://www.rottentomatoes.com/m/cars_3,/m/771432063,15/06/2017,EricDSnider.com,rotten,,C-,A boring existential drama about an aging racer's fear of obsolescence. Whee! Vrooom!
229,https://www.rottentomatoes.com/m/cars_3,/m/771432063,15/06/2017,Wall Street Journal,rotten,Top Critic,,"[Cars 3] feels like the series, at the end of the road, is running on fumes of nostalgia for its earliest self."
230,https://www.rottentomatoes.com/m/cars_3,/m/771432063,15/06/2017,CineXpress,fresh,,2.5/5,The most emotional and mature delivery of the series. [Full review in Spanish]
231,https://www.rottentomatoes.com/m/cars_3,/m/771432063,15/06/2017,Chicago Daily Herald,rotten,,2/4,"Even with an abundance of full-throttle races (rendered in splendid, detailed animation), Cars 3 doesn't travel all that fast for its 111-minutes, prompting some viewers to perhaps check the clock -- not in a good way."
232,https://www.rottentomatoes.com/m/cars_3,/m/771432063,15/06/2017,Chicago Sun-Times,fresh,Top Critic,3/4,"Cars 3 is a lovely, clever and entertaining generational tale with tons of heart, a simple and effective storyline, wonderful candy-colored visuals and winning voice work from the talented cast of returning regulars and welcome newcomers."
233,https://www.rottentomatoes.com/m/cars_3,/m/771432063,15/06/2017,Akron Beacon Journal,rotten,,2/4,"It's a stretch to find much joy to take from this story, which chronicles the decline of said Lightning McQueen."
234,https://www.rottentomatoes.com/m/cars_3,/m/771432063,15/06/2017,SFist,fresh,,,"Happily, Cars 3 feels like a course correction, with Mater once again relegated to the role of comic relief and Lightning McQueen back in the lead."
235,https://www.rottentomatoes.com/m/cars_3,/m/771432063,15/06/2017,Washington Post,rotten,Top Critic,2.5/4,"""Cars 3"" feels like it may be time for a trade-in."
236,https://www.rottentomatoes.com/m/cars_3,/m/771432063,15/06/2017,TIME Magazine,fresh,Top Critic,,"While all Pixar movies are fine-tuned to keep adults as well as kids engaged, it's still fascinating to see workaday grownup fears addressed so openly."
237,https://www.rottentomatoes.com/m/cars_3,/m/771432063,15/06/2017,Cinemaclips.com,fresh,,3/5,The freewheeling 'Cars 3' keeps the series on track.
238,https://www.rottentomatoes.com/m/cars_3,/m/771432063,15/06/2017,Austin Chronicle,rotten,,2/5,"Their attention to background animation, be it, gravel, mud, or chunks of steel-belted radial tire debris coming at you in 3-D fires on all cylinders, and the voice acting is bang-on. The story... has a much less firm grip on the track."
239,https://www.rottentomatoes.com/m/cars_3,/m/771432063,15/06/2017,We Got This Covered,fresh,,6/10,"Cars 3 isn't remarkable or groundbreaking or even all that memorable, but it's a rock-solid movie that leaves a far better taste in the mouth than its critically panned predecessors."
240,https://www.rottentomatoes.com/m/cars_3,/m/771432063,15/06/2017,One Guy's Opinion,rotten,,C+,"An amiable but instantly forgettable addition to the series, yet another sign that the Pixar brand is no longer the guarantee of high quality it once was."
241,https://www.rottentomatoes.com/m/cars_3,/m/771432063,15/06/2017,Bullz-Eye.com,fresh,,3/5,"Cars 3, much like Toy Story 3, is the perfect opportunity for Pixar to walk away from a much-loved franchise with its head held high, but of course they won't, because money."
242,https://www.rottentomatoes.com/m/cars_3,/m/771432063,15/06/2017,Daily Film Fix,fresh,,7/10,...a visually impressive film offering plenty of family fun.
243,https://www.rottentomatoes.com/m/cars_3,/m/771432063,15/06/2017,Film Journal International,fresh,,,The Cars franchise regains some of its mojo as veteran racing star Lightning McQueen faces up to his ebbing powers.
244,https://www.rottentomatoes.com/m/cars_3,/m/771432063,15/06/2017,Blu-ray.com,fresh,,B,"With this second attempt to expand the world, the pieces fit, giving fans what they want, and doing so with style, heart, and less Mater."
245,https://www.rottentomatoes.com/m/cars_3,/m/771432063,15/06/2017,Boston Globe,fresh,Top Critic,2.5/4,"No matter how slack the storytelling can get, the animation conveying that storytelling is borderline miraculous."
246,https://www.rottentomatoes.com/m/cars_3,/m/771432063,15/06/2017,Kansas City Star,fresh,,3/4,"By returning to its roots, the series rediscovers its sense of purpose - and its heart."
247,https://www.rottentomatoes.com/m/cars_3,/m/771432063,15/06/2017,Chicago Tribune,rotten,Top Critic,2/4,"The first ""Cars,"" such as it is, remains the most appealing in a relatively weak field. But if ""Cars 3"" pays for another ""Ratatouille"" or ""Inside Out,"" I say: slum away, slum away."
248,https://www.rottentomatoes.com/m/cars_3,/m/771432063,14/06/2017,Arizona Republic,fresh,Top Critic,3.5/5,A kinetic and emotionally resonant sports film that's big on character - and blessedly light on Mater.
249,https://www.rottentomatoes.com/m/cars_3,/m/771432063,14/06/2017,NOW Toronto,fresh,,3/5,"Does the world need three Cars movies? Probably not. But after 11 years, various spinoffs and a crap-ton of merchandising, Pixar's talking-vehicles franchise finally produces an instalment that feels like it's about something."
250,https://www.rottentomatoes.com/m/cars_3,/m/771432063,14/06/2017,Birth.Movies.Death.,fresh,,,The first of these films to not feel like a commercial for a t-shirt or an amusement park ride.
251,https://www.rottentomatoes.com/m/cars_3,/m/771432063,14/06/2017,New York Times,fresh,Top Critic,,"If you can roll with it, the movie is both breezy fun and a pain-free life lesson delivery vehicle."
252,https://www.rottentomatoes.com/m/cars_3,/m/771432063,14/06/2017,Rolling Stone,fresh,Top Critic,3/4,The end goal this time out isn't just to sell a few more toys and Lightning McQueen lunchboxes. It's actually tapping into something deeper than a corporate bottom line.
253,https://www.rottentomatoes.com/m/cars_3,/m/771432063,14/06/2017,San Francisco Chronicle,rotten,Top Critic,2/4,"""Cars 3"" goes through lots of predictable paces, and for all the emphasis on speed, it takes a long time getting to where it's going."
254,https://www.rottentomatoes.com/m/cars_3,/m/771432063,14/06/2017,Cinema Runner,rotten,,,"On the whole, though, Cars 3 feels like a typical sports movie: not meant for me, but amusing enough to keep me from falling asleep."
255,https://www.rottentomatoes.com/m/cars_3,/m/771432063,14/06/2017,Philadelphia Daily News,rotten,,2.5/4,"Has a too-many-cooks feel throughout, and coheres only in the final minutes ..."
256,https://www.rottentomatoes.com/m/cars_3,/m/771432063,14/06/2017,EntertainmentTell,fresh,,3.5/5,Surprisingly winning. It expands on the virtues of the first film while all but pretending the second one never happened (Splice Today)
257,https://www.rottentomatoes.com/m/cars_3,/m/771432063,14/06/2017,Associated Press,rotten,Top Critic,,"Lacking the magic of Pixar's more tender touchstones, Cars 3 mostly makes you pine for the halcyon summers of Ratatouille or WALL-E, an era that unfortunately continues to recede in the rearview."
258,https://www.rottentomatoes.com/m/cars_3,/m/771432063,14/06/2017,Collider,fresh,,3/5,"There's nothing particularly wrong with Cars 3, but there's also nothing that shows the franchise has found a new gear."
259,https://www.rottentomatoes.com/m/cars_3,/m/771432063,14/06/2017,Groucho Reviews,fresh,,3/4,Gets the franchise back on track with a story that U-turns to the heart of the 2006 original.
260,https://www.rottentomatoes.com/m/cars_3,/m/771432063,14/06/2017,RogerEbert.com,fresh,Top Critic,2.5/4,"Despite its lack of originality, as well as its lackadaisical storytelling and world building, it satisfies in that amiably weird way that only a Cars film can."
261,https://www.rottentomatoes.com/m/cars_3,/m/771432063,14/06/2017,AV Club,rotten,Top Critic,C,"Pixar's brand can withstand some damage, but there's no denying that a cornball time-burner of a sequel like Cars 3 counts as a big loss."
262,https://www.rottentomatoes.com/m/cars_3,/m/771432063,13/06/2017,Cine Premiere,fresh,,3.5/5,"Less frantic and more thoughtful than its predecessors, Cars 3 manifests itself as an emotional love letter to Cars of 2006. [Full review in Spanish]"
263,https://www.rottentomatoes.com/m/cars_3,/m/771432063,13/06/2017,Consequence of Sound,fresh,,B-,"First-time director Brian Fee wisely steers the film back to the tone on which it started, one of great affection for big race days and bygone traditions."
264,https://www.rottentomatoes.com/m/cars_3,/m/771432063,13/06/2017,CBR,fresh,,,"Cars 3 is a bit all over the road...But I'd advise just give in and enjoy the joyride, bumpy, bonkers and bittersweet as it is."
265,https://www.rottentomatoes.com/m/cars_3,/m/771432063,13/06/2017,Slant Magazine,rotten,,2/4,Cars 3 doesn't seem to care about defining the contours of its universe or exploring the possibilities of an all-car world.
266,https://www.rottentomatoes.com/m/cars_3,/m/771432063,13/06/2017,Seattle Times,fresh,Top Critic,3.5/4,"Solid storytelling, a longtime strength of the best Pixar pictures, elevates ""Cars 3"" into the pantheon with the studio's finest."
267,https://www.rottentomatoes.com/m/cars_3,/m/771432063,13/06/2017,Village Voice,fresh,Top Critic,,"The thoughtful, thrilling finale retroactively complicates and improves much of the film that it caps, and it left me thinking something else impossible: I'd kind of like to see what happens in Cars 4."
268,https://www.rottentomatoes.com/m/cars_3,/m/771432063,13/06/2017,Tribune News Service,rotten,Top Critic,1.5/4,The female empowerment subplot feels hollow because it's clearly just more brand extension -- little girls can be consumers of toy cars too! -- than any sort of story development with heartfelt meaning.
269,https://www.rottentomatoes.com/m/cars_3,/m/771432063,13/06/2017,JoBlo's Movie Emporium,fresh,,7/10,"Much better than the first, abysmal, sequel."
270,https://www.rottentomatoes.com/m/cars_3,/m/771432063,13/06/2017,Forbes,fresh,,7.0/10,A self-critical subversion of the conventional comeback narrative which also operates as a metaphorical defense of the CARS franchise.
271,https://www.rottentomatoes.com/m/cars_3,/m/771432063,13/06/2017,Polygon,fresh,,,"Cars 3 is both the end of an era and the beginning of a promising future, all wrapped up in an enjoyable, but messy 90-minute film."
272,https://www.rottentomatoes.com/m/cars_3,/m/771432063,12/06/2017,Nerd Report,rotten,,,"I would love to say one of these movies is the fastest, most furious Pixar movie but they can't even give me that! It's right there!"
273,https://www.rottentomatoes.com/m/cars_3,/m/771432063,12/06/2017,CraveOnline,rotten,,,"Tells a story that only middle-aged adults staring down the barrel of retirement can fully appreciate, but tells it in such a way that only the littlest of kids could possibly be entertained."
274,https://www.rottentomatoes.com/m/cars_3,/m/771432063,12/06/2017,indieWire,fresh,Top Critic,B+,"This is a sturdy, mature sports movie about the aging process that -- if the anthropomorphized vehicles were swapped for humans -- wouldn't look out of place in Rocky's oeuvre."
275,https://www.rottentomatoes.com/m/cars_3,/m/771432063,12/06/2017,Den of Geek,fresh,,3.5/5,"It's not a great movie but Cars 3 gets the franchise off the scrap heap and has its moments, like a pleasant, diverting drive that leaves you back right where you started."
276,https://www.rottentomatoes.com/m/cars_3,/m/771432063,12/06/2017,Entertainment Weekly,fresh,Top Critic,B-,"[Director Brian] Fee steers Cars 3 like the sleek piece of movie machinery it is -- a standard ride with a half-full tank, a gorgeous paint job, and not much at all under the hood."
277,https://www.rottentomatoes.com/m/cars_3,/m/771432063,12/06/2017,Screen International,rotten,,,"In ""Cars 3,"" champion racer Lightning McQueen grapples with the possibility that his glory days are behind him -- an uncomfortably apt metaphor for a franchise that has run out of gas."
278,https://www.rottentomatoes.com/m/cars_3,/m/771432063,12/06/2017,Vox,fresh,,3/5,"It's not to the level of that first film, but its amiable, ambling nature keeps it from becoming too boxed in by its needlessly contorted plot."
279,https://www.rottentomatoes.com/m/cars_3,/m/771432063,12/06/2017,IGN Movies,fresh,,7.8/10,"The Cars series finally finds its inner Pixar in its third, much more thoughtful installment."
280,https://www.rottentomatoes.com/m/cars_3,/m/771432063,12/06/2017,Hollywood Reporter,rotten,Top Critic,,"While visually dynamic, Lightning McQueen's newest challenge still feels out of alignment with a languid end result that lacks sufficient forward momentum."
281,https://www.rottentomatoes.com/m/cars_3,/m/771432063,12/06/2017,Variety,fresh,Top Critic,,"""Cars 3"" is very much a tale of mentorship, of learning how to give up your ego in order to bolster someone else's. As such, it's touching in a pleasingly formulaic, pass-the-torch way."
282,https://www.rottentomatoes.com/m/cars_3,/m/771432063,12/06/2017,USA Today,fresh,Top Critic,2.5/4,Some punny lines are painful ... and the plot doesn't even pretend to be unpredictable. But Cars 3 at least tries to put a little extra in the tank this time around.
